shop_name,biko,address,homepage_address,google_map_url
ハンバーグレストラン ベル大通店,"150g ¥538（税込¥581）200g ¥688（税込¥743）300g ¥938（税込¥1,013）等",〒020-0022 岩手県盛岡市大通１丁目４−７,https://www.bikkuri-donkey.com/shop/iwate/101/,https://maps.google.com/?cid=7500159904869087651
513(go-ichi-san),汁なしラーメン500円おつまみセット300円,〒020-0015 岩手県盛岡市本町通１丁目１７−１,https://twitter.com/513goichisan,https://maps.google.com/?cid=2926090718362286147
ぴょんぴょん舎 稲荷町本店,スペシャルピビンパ彩、プルコギとキムチのキンパ、サムゲタン等,〒020-0142 岩手県盛岡市稲荷町１２−５,https://pyonpyonsyahonten.gorp.jp/,https://maps.google.com/?cid=10831689556678048175
九州酒場 ◯九 (マルキュウ),"名物！博多もつ鍋（あごだししょうゆ味）1,280円（税別）名物！博多もつ鍋（辛みそ味）1,280円（税別）宮崎の味「チキン南蛮」680円（税別）など",〒020-0024 岩手県盛岡市菜園１丁目４−１,https://www.facebook.com/%E4%B9%9D%E5%B7%9E%E9%85%92%E5%A0%B4-%E3%83%9E%E3%83%AB%E3%82%AD%E3%83%A5%E3%82%A6-1379009322373516/,https://maps.google.com/?cid=14685698687386434626
盛岡じゃじゃ麺ちーたん,"じゃじゃ麺野菜あり1食分680円、じゃじゃ麺野菜なし2食分1,000円など",〒020-0053 岩手県盛岡市上太田痩野７１−１,http://interworks-987.com/sp1/index.html,https://maps.google.com/?cid=4279286168076407744
ましまし04,お刺身盛り890円など,〒020-0033 岩手県盛岡市盛岡駅前北通５−５ トーアビル,,https://maps.google.com/?cid=2009126993488755687
ちゃんこ太五郎,"家鍋１人前1,080円みそ味としお味",〒020-0021 岩手県盛岡市中央通３丁目１１−３,http://chanko-daigoro.jp/,https://maps.google.com/?cid=12039053853181487917
ピッツェリア・ジャルディーノ,,〒020-0024 岩手県盛岡市菜園２丁目６−６ 三栄ビル 1F,https://akr0263670712.owst.jp/,https://maps.google.com/?cid=2759844876878402437
に干し屋 SINCHAN,◎しんちゃん醤油　¥600(藤勇醤油の淡麗)◎ガチニボ　¥750(濃厚ニボマニア向け)◎ホロホロ鳥と佐々長生醤油のらあめん　¥700(鳥と水と醤油の無化調)※テイクアウトは1人前から可能担当　岡村　08055614412,〒020-0022 岩手県盛岡市大通２丁目４−２２,,https://maps.google.com/?cid=17894089135738727561
il compleanno,サンドイッチ、イタリアン総菜など,〒020-0023 岩手県盛岡市内丸１６−１６ 大手先ビル,,https://maps.google.com/?cid=17851783412683030743
わかんたんか,,〒020-0874 岩手県盛岡市南大通１丁目９−２ メゾンデプレ 2F,https://cpstyle.jp/morioka/shops/93034,https://maps.google.com/?cid=14899495636591041891
シャトン,,〒020-0023 岩手県盛岡市内丸１６−１６,http://www.chatons.jp/,https://maps.google.com/?cid=7464506909079729106
じゃじゃめん家羽琉 シネマ横丁店,,〒020-0021 岩手県盛岡市中央通１丁目１１,,https://maps.google.com/?cid=3860084260148002071
プラッサッジョ,"テイクアウトボックス（前日までに予約）3,000円など",〒020-0861 岩手県盛岡市仙北２丁目１０−１９,http://ameblo.jp/pullassaggio-314/,https://maps.google.com/?cid=85210932922248817
カフェ＆デリカ ピエロ,,〒020-0871 岩手県盛岡市中ノ橋通１丁目５−２１,https://www.onlywonder.jp/%E3%82%AB%E3%83%95%E3%82%A7-%E3%83%87%E3%83%AA%E3%82%AB/,https://maps.google.com/?cid=16156641595366667568
ＳｗｅｅｔｓＣａｆｅしゅくる,,〒020-0015 岩手県盛岡市本町通１丁目５−１３,http://www.facebook.com/SweetsCaf%C3%A9-%E3%81%97%E3%82%85%E3%81%8F%E3%82%8B-1589383404664646/,https://maps.google.com/?cid=6310434750020736198
喫茶GEN・KI,コーヒー カレー 黒豆コーヒー カレーおでんライス,,,
HaRaPeKo dining ぐりる,,〒020-0026 岩手県盛岡市開運橋通１−３４,https://www.instagram.com/instagrill.2014/,https://maps.google.com/?cid=9365884855617749612
インド料理 ラリグラス,インドカレー、ナン他インド料理,,,
Chinese晴菜,テイクアウトランチ￥700,〒020-0133 岩手県盛岡市青山３丁目２０−１６,,https://maps.google.com/?cid=11012037866505343095
遊食屋 FUJI,持ち帰り　ジャンボ焼鳥1200円(税込)ジャンボ焼鳥ハーフ650円(税込)焼鳥は塩味・タレ味どちらかお選びくださいませ。ジャンボ焼鳥弁当1000円(税込)納豆オムライス750(税込)ジャンボピザ30センチ2500円　シーフードピザ30センチ3800円　オードブル3000円(4〜５人前)　4000円(6〜8人前)5000円(6〜8人前ステーキも入ります)チキンバスケット12ピース1500円フィッシュ&チップス1350円その他各種お料理あります。予約は午後15:00より受付。営業時間は17:30より23:00各種カード支払い可　PayPay可お店まで取りに来ていただける方のみ(大通の飲食店には出前もしています。)予約していただけるとスムーズにお渡しできます。調理時間３０分〜５０分かかる時がございます。,〒020-0022 岩手県盛岡市大通２丁目４−１６,https://yu-syokuyafuji.owst.jp/,https://maps.google.com/?cid=14449597943397135110
Wine Restaurant TAKU（ワインレストランタク）,スパゲッティ、ラザニア、鶏ロースト　など詳細は face bookhttps://ja-jp.facebook.com/winerestauranttaku,〒020-0024 岩手県盛岡市菜園１丁目４−１ 菜園総合ビル ２F,http://kita1.info/taku,https://maps.google.com/?cid=6650268157008165539
ワインバー アッカトーネ,営業時間月、火、水曜日　(17:00～23:30)木、金、土曜日　(12:00～23:30)*営業時間は今後の状況により変更します。１本1000円からソムリエのチョイスしたワインを楽しめます。直売、配達します。あなたに合った一本をお探しします。かゆい所に手が届くワインショップWINE SHOP ACCATONEご連絡先ワインバーアッカトーネ019-624-3310／090-8461-7196(ソムリエ直通),〒020-0871 岩手県盛岡市中ノ橋通１丁目５−２ 2F,https://hitosara.com/0006131990/?cid=gm_hp,https://maps.google.com/?cid=527867538909069469
fu-dao,台湾屋台グルメがご自宅でも楽しめる。営業時間のみでの対応になりますが、予約も可能です。支払い方法は現時点では現金のみとなります。営業時間はfu-dauのfb、インスタグラムからの確認になります。事前にメッセージを頂けると待ち時間を短縮出来ます。,〒020-0066 岩手県盛岡市上田４丁目１９−１ エスポワール上田,,https://maps.google.com/?cid=16378703163365252138
shop_name,biko,address,homepage_address,google_map_url
すっぱい林檎の専門店。,アップルパイ（カット済み、個包装）4種 各420円（税込）等。,〒020-0066 岩手県盛岡市上田１丁目１１−２３,https://www.kmdr.jp/,https://maps.google.com/?cid=13443219074460631003
福田パン 長田町本店,,〒020-0062 岩手県盛岡市長田町１２−１１,,https://maps.google.com/?cid=12300138615910709930
福田パン みたけ店,,〒020-0122 岩手県盛岡市みたけ２丁目９−６０ アクロスプラザ内,,https://maps.google.com/?cid=18085330474097692986
アトリエ・ブール・ドゥ・ネージュ緑が丘店,,〒020-0117 岩手県盛岡市緑が丘４丁目７−３０,http://www.b-neige.net/,https://maps.google.com/?cid=16648954812129249662
saveur,,〒020-0015 岩手県盛岡市本町通１丁目５−３６,,https://maps.google.com/?cid=45622906702100882
ちひろ菓子工房,,〒020-0066 岩手県盛岡市上田１丁目２０−５,,https://maps.google.com/?cid=1259791690388125103
ブーランジュリーレジュイール,,〒020-0148 岩手県盛岡市前潟２丁目２−２０,,https://maps.google.com/?cid=13148264891223795380
チーズケーキのチロル大通店,,〒020-0022 岩手県盛岡市大通１丁目１０−２１,http://www.morioka-tirol.com/,https://maps.google.com/?cid=12082292399461288194
パン工房たなか,,〒020-0015 岩手県盛岡市本町通１丁目１６−１６,,https://maps.google.com/?cid=882931389713876444
Threebread,,〒020-0015 岩手県盛岡市本町通２丁目９−１３,https://peraichi.com/landing_pages/view/threebread,https://maps.google.com/?cid=9548031834735014259
コシニール ベーカリーカフェ MORIOKA TSUTAYA店,,〒020-0866 岩手県盛岡市本宮４丁目４０−２０ TSUTAYA,https://coccinille-morioka.owst.jp/,https://maps.google.com/?cid=13801611289484416556
Mom's Oven,,〒020-0062 岩手県盛岡市長田町１５−３３,,https://maps.google.com/?cid=4924138795793855970
穀,Veganのパン・お菓子等,〒020-0024 岩手県盛岡市菜園１丁目６−９ 第10菱和ビル1F,https://www.facebook.com/bakerykoku/,https://maps.google.com/?cid=3873577230054876620
OOD,ブラウニー,〒020-0023 岩手県盛岡市厨川５丁目１３−４８,http://blog.livedoor.jp/ood/,https://maps.google.com/?cid=1399870126130504092
ラ・クローネ,ケーキ、焼き菓子類,〒020-0122 岩手県盛岡市みたけ５丁目１１−２９,,https://maps.google.com/?cid=16049944037385973666
shop_name,biko,address,homepage_address,google_map_url
American Cafe DENVERS × SABO,ピザ、パスタ、タコライスが特にオススメ！,〒020-0625 岩手県滝沢市葉の木沢山４７８−３,https://www.facebook.com/AmericanCafeDENVERS/,https://maps.google.com/?cid=15828595730815872132
とんかつ あけと,,〒020-0773 岩手県滝沢市大釜上竹鼻７５−５,,https://maps.google.com/?cid=4150290787004842870
丹市パン,,〒028-6101 岩手県二戸市福岡下川又,,https://maps.google.com/?cid=10261580380771727975
萬福食堂,,〒023-0851 岩手県奥州市水沢南町１−１８,,https://maps.google.com/?cid=7463020624232667117
カフェ フラミンゴ,,〒028-3609 岩手県紫波郡矢巾町医大通2−4−８,http://www.m-dsj.co.jp/flamingo/,https://maps.google.com/?cid=12516781156444990996
海鮮丼 十六家,,〒020-0632 岩手県滝沢市牧野林１０４８−７,,https://maps.google.com/?cid=3522271039529944367
